SUBJECT(1:35); TRIAL(1:89); SETSIZE(0:1000); SERPOS(0:1000); TRTYPE(0:1000); REP(0:1000); ANSAC(0:2); ANSSE(0:1000); ANSRT(0:32767); RECALLAC(0:2); RECALLRT(0:32767); HAND(0:1000)
14 8 6 3 2 2 1 2 833 1 3064 2
14 9 6 6 2 2 1 2 1027 1 6035 2
14 10 5 3 2 1 1 2 809 0 3495 2
14 11 4 1 2 1 1 2 581 1 2218 2
14 12 6 3 1 2 0 2 593 1 3020 2
14 13 6 1 2 1 1 2 1911 1 4148 2
14 14 4 3 2 1 1 2 886 1 3342 2
14 15 4 1 2 2 1 2 650 1 1710 2
14 16 3 2 1 2 1 1 719 1 1600 2
14 17 4 1 1 2 1 1 975 1 2353 2
14 18 5 2 2 2 1 2 727 1 2454 2
14 19 6 4 1 2 1 1 1071 1 3767 2
14 20 3 1 2 2 1 2 773 1 1283 2
14 21 6 6 1 1 1 1 747 1 3204 2
14 22 5 5 2 1 1 2 762 1 2218 2
14 23 4 2 1 1 1 1 745 1 1602 2
14 24 6 6 1 2 1 1 934 1 2813 2
14 25 6 2 2 1 1 2 1028 0 3669 2
14 26 5 3 1 1 0 2 1701 1 2919 2
14 27 3 2 1 1 1 1 942 1 1421 2
14 28 4 4 1 2 1 1 559 1 1975 2
14 29 6 2 1 2 1 1 983 1 2074 2
14 30 5 2 2 1 1 2 1001 1 2478 2
14 31 6 3 2 1 1 2 789 1 3079 2
14 32 5 5 2 2 1 2 1049 1 2782 2
14 33 6 5 1 1 1 1 890 1 2904 2
14 34 6 2 2 2 1 2 736 1 3024 2
14 35 6 5 2 1 1 2 744 1 2555 2
14 36 6 5 2 2 1 2 836 1 2974 2
14 37 4 4 1 1 1 1 599 1 1905 2
14 38 3 1 1 1 1 1 635 1 1319 2
14 39 2 2 2 2 1 2 838 1 946 2
14 40 4 3 2 2 1 2 507 1 1793 2
14 41 3 3 1 1 1 1 630 1 1529 2
14 42 3 3 1 2 1 1 492 1 1424 2
14 43 6 1 1 1 1 1 698 1 2427 2
14 44 2 1 1 2 1 1 608 1 1367 2
14 45 6 6 2 1 1 2 598 1 5423 2
14 46 5 5 1 2 1 1 995 1 2886 2
14 47 5 4 1 2 1 1 629 1 2869 2
14 48 5 2 1 2 1 1 763 1 1984 2
14 49 4 2 1 2 1 1 693 1 2776 2
14 50 2 2 1 2 1 1 653 1 1811 2
14 51 6 1 2 2 1 2 925 1 3234 2
14 52 5 2 1 1 1 1 809 1 2278 2
14 53 1 1 1 1 1 1 535 1 844 2
14 54 6 3 1 1 1 1 687 1 2781 2
14 55 1 1 1 2 1 1 538 1 895 2
14 56 1 1 2 2 1 2 587 1 906 2
14 57 1 1 2 1 1 2 586 1 1175 2
14 58 3 2 2 2 1 2 630 1 1691 2
14 59 2 2 2 1 1 2 556 1 1451 2
14 60 5 3 2 2 1 2 720 1 2328 2
14 61 5 4 1 1 1 1 858 1 2667 2
14 62 5 1 2 2 1 2 580 1 3158 2
14 63 5 4 2 2 1 2 579 1 2642 2
14 64 3 3 2 2 1 2 538 1 1371 2
14 65 5 1 1 1 0 2 539 1 3313 2
14 66 2 1 2 1 1 2 796 1 1323 2
14 67 4 3 1 1 1 1 701 1 2464 2
14 68 4 3 1 2 1 1 609 1 2110 2
14 69 4 2 2 1 1 2 693 1 2592 2
14 70 5 5 1 1 1 1 713 1 3302 2
14 71 6 4 2 1 1 2 697 1 2664 2
14 72 3 1 1 2 1 1 675 1 2169 2
14 73 5 1 1 2 1 1 525 1 2659 2
14 74 6 1 1 2 1 1 699 1 2409 2
14 75 3 2 2 1 1 2 823 1 1792 2
14 76 6 4 1 1 1 1 972 1 2686 2
14 77 3 3 2 1 1 2 587 1 1410 2
14 78 5 4 2 1 1 2 768 1 2317 2
14 79 3 1 2 1 1 2 530 1 1182 2
14 80 2 1 2 2 1 2 427 1 1075 2
14 81 2 2 1 1 1 1 658 1 1360 2
14 82 2 1 1 1 1 1 476 1 1268 2
14 83 4 4 2 2 1 2 700 1 2703 2
14 84 5 3 1 2 1 1 702 1 2035 2
14 85 5 1 2 1 1 2 720 1 5335 2
14 86 6 4 2 2 1 2 597 1 4302 2
14 87 4 1 1 1 1 1 588 1 1882 2
14 88 6 2 1 1 1 1 1256 1 2309 2
27 1 3 2 1 2 1 1 625 0 1024 2
27 2 1 1 2 1 1 2 398 1 538 2
27 3 5 4 1 2 1 1 530 1 2498 2
27 4 4 3 2 1 1 2 628 1 2426 2
27 5 6 1 1 1 1 1 555 1 2321 2
27 6 4 2 2 2 1 2 700 1 2583 2
27 7 6 1 2 1 1 2 553 1 2788 2
27 8 6 6 2 1 1 2 646 1 3789 2
27 9 3 2 2 1 1 2 580 1 1100 2
27 10 5 2 1 2 1 1 1055 1 2790 2
27 11 5 3 1 2 1 1 914 1 2025 2
27 12 2 1 2 1 1 2 603 1 663 2
27 13 3 1 1 1 1 1 540 1 1936 2
27 14 4 2 1 1 1 1 787 1 1740 2
27 15 5 2 1 1 1 1 667 1 2046 2
27 16 5 4 2 2 1 2 629 1 2695 2
27 17 4 1 2 1 1 2 562 1 1979 2
27 18 3 1 2 2 1 2 627 1 1172 2
27 19 6 4 2 1 1 2 889 1 3434 2
27 20 4 1 1 1 1 1 556 1 1470 2
27 21 2 1 2 2 1 2 570 1 1168 2
27 22 1 1 2 2 1 2 494 1 752 2
27 23 3 3 1 1 1 1 673 1 1978 2
27 24 4 3 1 1 1 1 693 1 1572 2
27 25 6 2 2 2 0 1 689 1 3770 2
27 26 6 3 2 1 1 2 651 1 3312 2
27 27 4 4 1 1 1 1 705 1 1699 2
27 28 4 4 2 1 1 2 658 1 1930 2
27 29 3 2 2 2 1 2 638 1 1230 2
27 30 5 4 1 1 1 1 622 1 1703 2
27 31 3 1 1 2 1 1 486 1 1008 2
27 32 4 1 1 2 1 1 559 1 1366 2
27 33 5 4 1 2 1 1 1098 1 1898 2
27 34 6 4 2 2 1 2 597 1 2884 2
27 35 6 4 1 2 1 1 649 1 2842 2
27 36 5 2 2 1 1 2 536 1 2834 2
27 37 1 1 1 2 1 1 497 0 376 2
27 38 5 1 1 2 1 1 952 0 2782 2
27 39 4 4 1 2 1 1 940 0 2842 2
27 40 6 4 1 1 1 1 550 1 3209 2
27 41 2 1 1 2 1 1 496 1 1193 2
27 42 2 2 1 1 1 1 615 1 1606 2
27 43 6 5 1 2 1 1 562 1 3488 2
27 44 6 3 1 2 1 1 694 1 3679 2
27 45 6 2 1 1 1 1 738 1 2736 2
27 46 3 2 1 2 1 1 588 1 1552 2
27 47 2 2 1 2 1 1 746 1 798 2
27 48 4 2 2 1 1 2 698 1 2442 2
27 49 2 1 1 1 1 1 474 1 1126 2
27 50 5 1 1 1 1 1 582 1 1859 2
27 51 4 3 2 1 1 2 920 1 1511 2
27 52 6 5 1 1 1 1 655 1 3404 2
27 53 5 3 2 1 1 2 480 1 2998 2
27 54 5 4 2 1 1 2 530 1 2879 2
27 55 3 3 1 2 1 1 587 1 1281 2
27 56 6 3 1 1 1 1 653 1 2747 2
27 57 5 3 2 2 1 2 816 1 3351 2
27 58 4 4 2 2 1 2 940 1 2158 2
27 59 4 2 1 2 1 1 657 1 2033 2
27 60 6 6 1 1 1 1 576 1 3019 2
27 61 3 3 2 1 1 2 732 1 1880 2
27 62 6 6 1 2 1 1 1071 1 2797 2
27 63 5 1 2 2 1 2 627 1 2540 2
27 64 4 3 2 2 1 2 508 0 1716 2
27 65 6 1 1 2 1 1 559 1 2923 2
27 66 6 5 2 2 1 2 746 1 2406 2
27 67 6 3 2 2 1 2 701 1 3541 2
27 68 3 2 1 1 1 1 775 1 1506 2
27 69 1 1 2 1 1 2 556 1 561 2
27 70 5 5 1 2 1 1 816 1 2907 2
27 71 6 2 1 2 1 1 1073 0 4704 2
27 72 4 1 2 2 1 2 703 1 1744 2
27 73 4 3 1 2 1 1 699 1 2069 2
27 74 5 3 1 1 1 1 576 1 1655 2
27 75 5 1 2 1 1 2 573 1 3442 2
27 76 5 2 2 2 1 2 632 1 2262 2
27 77 2 2 2 1 1 2 602 1 1119 2
27 78 5 5 1 1 1 1 854 1 2741 2
27 79 5 5 2 2 1 2 628 1 2212 2
27 80 6 1 2 2 1 2 761 1 2334 2
27 81 1 1 1 1 1 1 544 1 562 2
27 82 3 1 2 1 1 2 628 1 1886 2
27 83 6 6 2 2 1 2 555 1 4339 2
27 84 3 3 2 2 1 2 676 1 1365 2
27 85 6 2 2 1 1 2 746 1 2502 2
27 86 6 5 2 1 1 2 748 1 4387 2
27 87 2 2 2 2 1 2 561 1 987 2
27 88 5 5 2 1 1 2 622 1 1986 2
17 1 3 2 1 2 1 1 1618 1 5800 1
17 2 1 1 2 1 1 2 1618 0 4463 1
17 3 5 4 1 2 1 1 2457 1 3721 1
17 4 4 3 2 1 1 2 2728 1 2490 1
17 5 3 1 1 2 1 1 1471 1 1931 1
17 6 3 1 2 1 1 2 2136 0 189 1
17 7 6 4 1 2 1 1 1536 1 4482 1
17 8 3 2 2 2 1 2 1526 1 2445 1
17 9 6 3 1 1 1 1 1396 1 2890 1
17 10 4 2 1 1 1 1 1170 1 2542 1
17 11 6 4 2 1 1 2 1726 1 3297 1
17 12 5 3 2 2 1 2 1336 1 2818 1
17 13 6 3 1 2 1 1 1300 1 2801 1
17 14 4 4 2 1 1 2 1258 1 1876 1
17 15 5 1 1 2 1 1 1347 1 2252 1
17 16 6 1 2 1 1 2 1373 0 5088 1
17 17 2 2 1 2 1 1 1173 1 1883 1
17 18 4 3 1 2 1 1 1042 1 3295 1
17 19 6 1 1 2 1 1 1069 1 4982 1
17 20 6 5 1 1 1 1 1075 0 2573 1
17 21 4 4 1 2 1 1 1023 1 2366 1
17 22 4 1 1 1 1 1 929 1 2309 1
17 23 4 3 2 2 1 2 1544 1 1700 1
17 24 6 6 1 2 1 1 1542 0 3674 1
17 25 3 2 1 1 1 1 2761 1 1851 1
17 26 4 1 1 2 1 1 1551 1 1849 1
17 27 6 6 2 2 1 2 1245 1 2251 1
17 28 3 1 1 1 1 1 1103 1 1464 1
17 29 5 4 1 1 1 1 997 1 2841 1
17 30 6 4 1 1 1 1 934 1 2509 1
17 31 3 2 1 2 1 1 920 1 2075 1
17 32 2 2 1 1 1 1 1015 1 1035 1
17 33 6 1 1 1 1 1 1097 1 4565 1
17 34 2 2 2 1 1 2 1248 1 1185 1
17 35 4 4 1 1 1 1 1094 1 1754 1
17 36 5 5 2 1 1 2 1146 1 2519 1
17 37 5 3 1 2 1 1 1045 1 2973 1
17 38 6 4 2 2 1 2 974 1 2459 1
17 39 4 1 2 1 1 2 1457 1 2385 1
17 40 2 1 1 1 1 1 1687 1 1225 1
17 41 1 1 2 1 1 2 1391 1 854 1
17 42 1 1 2 2 1 2 1475 1 1271 1
17 43 3 3 2 1 1 2 1366 1 1592 1
17 44 4 1 2 2 1 2 979 1 2130 1
17 45 6 2 1 1 1 1 1779 1 4011 1
17 46 3 1 2 2 1 2 1382 1 1505 1
17 47 5 2 1 2 1 1 950 1 3623 1
17 48 6 3 2 2 1 2 5345 0 2890 1
17 49 5 2 2 2 1 2 1285 0 2687 1
17 50 5 2 1 1 1 1 1055 1 2056 1
17 51 6 3 2 1 1 2 1248 1 4305 1
17 52 3 3 1 2 1 1 1208 1 1971 1
17 53 1 1 1 1 1 1 1199 1 889 1
17 54 6 1 2 2 1 2 1018 1 2898 1
17 55 5 1 2 2 1 2 865 1 4285 1
17 56 5 4 2 1 1 2 1058 1 3816 1
17 57 5 3 1 1 1 1 1386 1 2502 1
17 58 4 3 1 1 1 1 976 1 3489 1
17 59 5 4 1 2 1 1 1139 1 2840 1
17 60 6 5 2 2 1 2 1077 0 3981 1
17 61 6 6 2 1 1 2 878 1 3000 1
17 62 4 2 2 2 1 2 876 1 1825 1
17 63 2 2 2 2 1 2 1455 1 752 1
17 64 5 5 2 2 1 2 957 0 4790 1
17 65 5 4 2 2 1 2 1010 0 2416 1
17 66 2 1 1 2 1 1 1359 1 1367 1
17 67 2 1 2 1 1 2 1443 1 848 1
17 68 3 2 2 1 1 2 1852 1 2162 1
17 69 6 6 1 1 1 1 1208 0 4699 1
17 70 5 5 1 1 1 1 1194 0 2169 1
17 71 4 4 2 2 1 2 1356 1 3092 1
17 72 6 2 2 2 1 2 1218 1 2321 1
17 73 6 2 1 2 1 1 1567 1 5554 1
17 74 6 2 2 1 1 2 2056 1 2912 1
17 75 4 3 2 1 1 2 1453 1 1552 1
17 76 4 2 1 2 1 1 1596 1 2120 1
17 77 3 3 1 1 1 1 1246 1 1276 1
17 78 5 3 2 1 1 2 1426 1 2874 1
17 79 5 1 1 1 1 1 1384 1 1890 1
17 80 6 5 1 2 1 1 1440 1 2910 1
17 81 4 2 2 1 1 2 1689 1 2549 1
17 82 6 5 2 1 1 2 1030 1 2833 1
17 83 3 3 2 2 1 2 954 1 1345 1
17 84 1 1 1 2 1 1 1147 1 519 1
17 85 2 1 2 2 1 2 1178 1 743 1
17 86 5 1 2 1 1 2 998 1 2760 1
17 87 5 5 1 2 1 1 1150 1 2932 1
17 88 5 2 2 1 1 2 854 1 3544 1
30 1 3 2 1 2 1 1 1195 1 1706 1
30 2 1 1 2 1 1 2 962 1 520 1
30 3 5 4 1 2 1 1 1233 1 3159 1
30 4 4 3 2 1 1 2 1313 1 1745 1
30 5 4 2 1 2 1 1 1169 1 2101 1
30 6 5 2 1 1 1 1 950 1 2113 1
30 7 6 1 2 1 1 2 1298 1 3017 1
30 8 3 3 1 1 1 1 768 1 1424 1
30 9 5 5 1 1 1 1 1104 1 2879 1
30 10 3 2 2 2 1 2 1289 1 1418 1
30 11 5 1 2 1 1 2 1140 1 2390 1
30 12 6 3 2 2 1 2 970 1 3285 1
30 13 3 2 1 2 1 1 770 0 2342 1
30 14 3 1 2 1 1 2 1088 1 1698 1
30 15 5 2 2 2 1 2 1570 1 2231 1
30 16 6 5 2 1 1 2 981 1 3044 1
30 17 4 3 1 2 1 1 914 1 1700 1
30 18 4 3 2 2 1 2 1073 1 2109 1
30 19 5 1 2 2 1 2 1050 1 3636 1
30 20 4 3 1 1 1 1 1493 1 2740 1
30 21 6 1 1 2 1 1 1064 0 3730 1
30 22 2 2 2 1 1 2 1074 1 1036 1
30 23 5 4 1 2 1 1 995 1 2322 1
30 24 2 1 2 2 1 2 1360 1 995 1
30 25 6 3 2 1 1 2 880 1 3010 1
30 26 3 1 1 2 1 1 1153 0 2115 1
30 27 6 2 1 1 1 1 1164 1 3138 1
30 28 2 2 2 2 1 2 1033 1 884 1
30 29 6 2 1 2 1 1 1400 0 2364 1
30 30 5 2 1 2 1 1 924 1 3121 1
30 31 6 6 1 1 1 1 952 0 3579 1
30 32 5 3 2 1 1 2 1002 1 3117 1
30 33 6 2 2 2 1 2 1492 0 2726 1
30 34 3 2 1 1 1 1 800 1 1977 1
30 35 5 4 1 1 1 1 913 1 2887 1
30 36 1 1 2 2 1 2 994 1 756 1
30 37 1 1 2 1 1 2 1201 1 422 1
30 38 5 3 1 1 1 1 1192 1 1944 1
30 39 6 3 1 2 1 1 883 1 2474 1
30 40 6 5 1 2 1 1 830 1 3648 1
30 41 2 1 1 2 1 1 797 1 998 1
30 42 5 5 1 2 1 1 774 1 2456 1
30 43 2 1 2 1 1 2 1033 1 950 1
30 44 4 4 2 1 1 2 846 1 1749 1
30 45 1 1 1 2 1 1 776 1 711 1
30 46 6 6 2 2 1 2 970 0 4022 1
30 47 4 3 2 1 1 2 742 1 2543 1
30 48 4 1 2 1 1 2 796 1 1803 1
30 49 4 2 1 1 1 1 1209 1 2036 1
30 50 6 5 2 2 1 2 972 0 3730 1
30 51 5 5 2 2 1 2 1427 0 2687 1
30 52 6 4 1 2 1 1 921 1 4292 1
30 53 3 2 2 1 1 2 887 1 1931 1
30 54 4 4 1 2 1 1 1163 1 2457 1
30 55 5 4 2 1 1 2 903 0 2175 1
30 56 5 3 1 2 1 1 1098 1 2714 1
30 57 5 1 1 1 1 1 1567 1 2463 1
30 58 4 1 1 2 1 1 934 1 2595 1
30 59 6 2 2 1 0 1 1394 0 3358 1
30 60 2 1 1 1 1 1 727 1 1736 1
30 61 6 4 2 1 1 2 879 1 2854 1
30 62 5 4 2 2 1 2 816 1 1891 1
30 63 6 4 1 1 1 1 935 1 2869 1
30 64 4 2 2 1 1 2 742 1 1745 1
30 65 6 4 2 2 1 2 884 1 4411 1
30 66 6 6 2 1 1 2 810 1 2582 1
30 67 5 2 2 1 1 2 624 1 3025 1
30 68 6 1 2 2 1 2 842 1 4145 1
30 69 3 1 1 1 1 1 954 1 1617 1
30 70 3 3 1 2 1 1 966 1 1329 1
30 71 6 5 1 1 1 1 1168 0 3612 1
30 72 2 2 1 1 1 1 704 1 1086 1
30 73 3 3 2 2 1 2 1005 1 1779 1
30 74 4 1 2 2 1 2 657 1 1651 1
30 75 3 3 2 1 1 2 1056 1 1554 1
30 76 5 5 2 1 1 2 810 1 2774 1
30 77 1 1 1 1 1 1 686 1 608 1
30 78 6 6 1 2 1 1 888 1 2629 1
30 79 4 1 1 1 1 1 701 1 1715 1
30 80 4 2 2 2 1 2 1216 1 1748 1
30 81 5 3 2 2 1 2 961 1 2579 1
30 82 6 3 1 1 1 1 776 1 2602 1
30 83 3 1 2 2 1 2 1100 1 1321 1
30 84 5 1 1 2 1 1 763 1 2787 1
30 85 4 4 1 1 1 1 749 0 2173 1
30 86 6 1 1 1 1 1 882 1 2186 1
30 87 4 4 2 2 1 2 1307 1 2066 1
30 88 2 2 1 2 1 1 708 1 1171 1
16 1 3 2 1 2 1 1 2136 0 7673 1
16 2 1 1 2 1 1 2 1579 0 5967 1
16 3 5 4 1 2 1 1 2437 1 5470 1
16 4 4 3 2 1 1 2 1778 1 4753 1
16 5 6 1 2 1 1 2 2015 0 6018 1
16 6 4 2 2 1 1 2 1452 1 3534 1
16 7 4 4 2 1 1 2 1783 1 3380 1
16 8 6 1 2 2 1 2 1862 0 6075 1
16 9 2 2 1 2 0 2 1084 1 3659 1
16 10 2 1 1 2 1 1 1263 1 1538 1
16 11 2 2 1 1 1 1 1167 1 4096 1
16 12 5 5 2 2 1 2 1509 1 3067 1
16 13 6 2 1 1 1 1 1450 1 4495 1
16 14 5 2 1 1 1 1 3446 1 3534 1
16 15 4 2 1 2 1 1 1587 1 3243 1
16 16 6 5 1 1 1 1 1203 1 4564 1
16 17 3 3 2 2 1 2 1566 1 1981 1
16 18 3 2 1 2 1 1 2414 1 2351 1
16 19 4 3 2 2 1 2 1777 1 3104 1
16 20 1 1 2 2 1 2 1391 0 2210 1
16 21 4 1 2 2 1 2 1586 1 2854 1
16 22 2 1 1 1 1 1 1180 1 807 1
16 23 5 2 2 1 1 2 1753 1 3147 1
16 24 5 1 2 2 1 2 1754 1 4042 1
16 25 4 1 1 1 1 1 1643 1 2511 1
16 26 5 5 2 1 1 2 1184 0 5513 1
16 27 3 2 1 1 1 1 1048 1 1612 1
16 28 6 3 2 1 1 2 2803 1 4520 1
16 29 3 3 2 1 1 2 1380 1 4479 1
16 30 6 1 1 1 1 1 1400 1 3461 1
16 31 2 1 2 1 1 2 1454 0 1687 1
16 32 6 2 1 2 1 1 1398 1 3904 1
16 33 4 3 1 1 1 1 1644 1 2649 1
16 34 4 2 2 2 1 2 1640 1 2877 1
16 35 1 1 1 2 1 1 1432 1 2063 1
16 36 4 4 1 2 1 1 1823 1 2971 1
16 37 5 5 1 2 1 1 1758 1 3857 1
16 38 2 2 2 2 1 2 1734 1 1366 1
16 39 6 6 2 1 1 2 1303 1 3535 1
16 40 3 2 2 2 1 2 1527 1 1266 1
16 41 5 2 1 2 1 1 1606 1 2736 1
16 42 5 1 1 2 1 1 1705 1 3203 1
16 43 1 1 2 1 1 2 1810 1 789 1
16 44 3 1 2 2 1 2 1506 1 1516 1
16 45 6 6 1 1 1 1 1911 1 4513 1
16 46 5 1 2 1 1 2 1278 1 3260 1
16 47 5 4 2 2 1 2 1185 1 3698 1
16 48 5 4 1 2 1 1 2039 1 2444 1
16 49 3 3 1 2 1 1 1358 1 1506 1
16 50 6 3 1 1 1 1 1963 1 3442 1
16 51 1 1 1 1 1 1 1338 1 1225 1
16 52 6 6 2 2 1 2 1866 1 2741 1
16 53 6 6 1 2 1 1 2054 0 271 1
16 54 4 3 1 2 1 1 2062 1 4047 1
16 55 5 5 1 1 1 1 1418 1 3673 1
16 56 6 2 2 2 1 2 1358 1 3155 1
16 57 6 4 2 1 1 2 2148 1 2974 1
16 58 6 4 2 2 1 2 1590 1 3112 1
16 59 6 5 1 2 1 1 1770 0 3199 1
16 60 4 3 2 1 1 2 1309 1 1850 1
16 61 4 4 1 1 1 1 1928 1 1132 1
16 62 6 5 2 2 1 2 1171 1 4027 1
16 63 3 1 2 1 1 2 1710 1 1712 1
16 64 6 1 1 2 1 1 1770 1 3016 1
16 65 3 1 1 2 1 1 1460 1 1038 1
16 66 2 1 2 2 1 2 1412 1 1035 1
16 67 4 4 2 2 1 2 1359 1 1461 1
16 68 5 2 2 2 1 2 1429 1 2223 1
16 69 6 4 1 1 1 1 1406 1 3239 1
16 70 5 4 1 1 1 1 1574 1 2686 1
16 71 3 1 1 1 1 1 1623 1 2364 1
16 72 4 2 1 1 1 1 1964 1 2806 1
16 73 5 3 1 1 1 1 1492 1 2521 1
16 74 5 4 2 1 1 2 2127 1 2149 1
16 75 5 3 1 2 1 1 2133 0 1568 1
16 76 4 1 1 2 1 1 1501 1 2038 1
16 77 6 5 2 1 1 2 1442 1 3218 1
16 78 6 3 1 2 1 1 1730 1 3369 1
16 79 6 3 2 2 1 2 1628 1 4295 1
16 80 3 2 2 1 1 2 1283 1 1125 1
16 81 6 2 2 1 1 2 1729 0 3145 1
16 82 2 2 2 1 1 2 1599 1 2352 1
16 83 6 4 1 2 1 1 1381 1 4086 1
16 84 5 3 2 1 1 2 1479 1 3887 1
16 85 5 1 1 1 1 1 1202 1 2308 1
16 86 3 3 1 1 1 1 1434 1 1743 1
16 87 5 3 2 2 1 2 1384 1 2870 1
16 88 4 1 2 1 1 2 1311 1 1645 1
33 1 3 2 1 2 1 1 1707 1 874 1
33 2 1 1 2 1 1 2 1290 0 141 1
33 3 5 4 1 2 1 1 1280 1 4023 1
33 4 4 3 2 1 1 2 1594 1 2568 1
33 5 5 1 2 2 1 2 1287 1 2128 1
33 6 4 2 2 1 1 2 1496 1 2455 1
33 7 5 2 2 1 1 2 1287 1 2823 1
33 8 5 5 2 2 1 2 1280 1 3309 1
33 9 3 3 1 2 1 1 2330 1 2162 1
33 10 6 3 1 1 1 1 1169 1 4281 1
33 11 4 4 1 1 1 1 1539 1 2020 1
33 12 5 3 1 2 1 1 1519 1 2830 1
33 13 2 2 1 2 1 1 1320 1 1759 1
33 14 4 4 2 1 1 2 1406 1 2653 1
33 15 5 3 1 1 1 1 1998 1 2869 1
33 16 1 1 2 2 1 2 1247 1 985 1
33 17 6 2 1 2 1 1 1452 1 3258 1
33 18 6 3 1 2 1 1 1351 1 3316 1
33 19 2 2 1 1 1 1 1224 1 1301 1
33 20 1 1 1 1 1 1 1441 1 1259 1
33 21 4 3 1 2 1 1 978 1 3577 1
33 22 6 4 1 2 1 1 978 0 233 1
33 23 6 1 1 1 1 1 1446 1 4377 1
33 24 3 1 2 2 1 2 1147 1 3197 1
33 25 5 3 2 2 1 2 1052 1 2737 1
33 26 3 3 1 1 1 1 1012 1 2545 1
33 27 2 1 1 1 1 1 893 1 1021 1
33 28 5 1 1 1 1 1 1939 1 3124 1
33 29 2 1 2 1 1 2 935 1 1645 1
33 30 4 3 2 2 1 2 1023 1 2651 1
33 31 2 2 2 1 1 2 1227 1 1075 1
33 32 6 3 2 1 1 2 2248 1 3630 1
33 33 6 1 1 2 1 1 1434 0 3770 1
33 34 6 3 2 2 1 2 1680 1 4395 1
33 35 3 2 1 2 1 1 915 1 2911 1
33 36 4 1 2 1 1 2 841 1 1947 1
33 37 6 5 1 1 1 1 1400 1 3500 1
33 38 3 2 1 1 1 1 2271 1 2256 1
33 39 5 2 1 2 1 1 1380 1 3018 1
33 40 6 5 2 1 1 2 1446 1 4054 1
33 41 1 1 1 2 1 1 1296 1 594 1
33 42 4 3 2 1 1 2 932 1 2353 1
33 43 5 4 1 2 1 1 1192 1 4058 1
33 44 6 4 1 1 1 1 1259 1 5871 1
33 45 6 4 2 2 1 2 1168 1 3929 1
33 46 5 4 1 1 1 1 1093 1 2850 1
33 47 4 2 2 2 1 2 1406 1 2450 1
33 48 3 3 2 1 1 2 1859 0 2582 1
33 49 6 4 2 1 1 2 1165 1 8271 1
33 50 5 2 1 1 1 1 1518 1 3774 1
33 51 6 6 1 2 1 1 1113 1 4277 1
33 52 5 4 2 2 1 2 957 1 3913 1
33 53 5 5 1 2 1 1 1378 1 3411 1
33 54 6 5 2 2 1 2 1168 1 3823 1
33 55 5 5 1 1 1 1 1141 1 3475 1
33 56 5 3 2 1 1 2 936 1 2284 1
33 57 3 1 2 1 1 2 1105 1 1320 1
33 58 6 5 1 2 1 1 1207 1 4319 1
33 59 1 1 2 1 1 2 878 1 1126 1
33 60 6 6 2 1 1 2 1207 1 4004 1
33 61 4 4 1 2 1 1 1360 1 3339 1
33 62 5 1 1 2 1 1 1188 1 3022 1
33 63 2 1 1 2 1 1 1228 1 1638 1
33 64 5 5 2 1 1 2 1049 1 2923 1
33 65 5 4 2 1 1 2 1375 1 3256 1
33 66 4 4 2 2 1 2 1685 1 2866 1
33 67 4 3 1 1 1 1 1480 1 2875 1
33 68 3 1 1 1 1 1 1519 1 3249 1
33 69 4 2 1 1 1 1 1644 1 3255 1
33 70 4 2 1 2 1 1 1262 1 2552 1
33 71 6 6 2 2 1 2 1299 1 3340 1
33 72 3 3 2 2 1 2 1237 1 2119 1
33 73 5 1 2 1 1 2 1383 1 3902 1
33 74 3 2 2 1 1 2 679 1 2260 1
33 75 3 2 2 2 1 2 1006 1 2258 1
33 76 6 2 1 1 1 1 1207 1 3497 1
33 77 4 1 2 2 1 2 1034 1 4131 1
33 78 2 1 2 2 1 2 801 1 1639 1
33 79 6 1 2 2 1 2 935 1 4377 1
33 80 6 2 2 2 1 2 1540 1 4512 1
33 81 2 2 2 2 1 2 1828 1 1488 1
33 82 4 1 1 1 1 1 846 1 2305 1
33 83 3 1 1 2 1 1 866 1 2542 1
33 84 4 1 1 2 1 1 1801 1 3119 1
33 85 5 2 2 2 1 2 1939 1 3431 1
33 86 6 2 2 1 1 2 843 1 3011 1
33 87 6 6 1 1 1 1 976 1 4282 1
33 88 6 1 2 1 1 2 934 1 3909 1
SUBJECT(1:40); TRIAL(1:89); SETSIZE(0:1000); SERPOS(0:1000); TRTYPE(0:1000); REP(0:1000); ANSAC(0:2); ANSSE(0:1000); ANSRT(0:32767); RECALLAC(0:2); RECALLRT(0:32767); HAND(0:1000)
2 1 3 2 1 2 1 1 3118 1 3883 2
2 2 1 1 2 1 1 2 2718 1 5879 2
2 3 5 4 1 2 1 1 1510 1 2805 2
2 4 4 3 2 1 1 2 2151 1 3283 2
2 5 3 3 2 2 1 2 1383 1 2570 2
2 6 4 3 1 1 1 1 1166 1 2443 2
2 7 2 2 1 1 1 1 1743 1 1497 2
2 8 5 2 1 2 1 1 1141 1 2437 2
2 9 3 1 2 1 1 2 964 1 1582 2
2 10 1 1 1 2 1 1 1212 1 836 2
2 11 6 3 1 1 1 1 1156 0 3217 2
2 12 3 2 2 2 1 2 1205 1 2017 2
2 13 4 2 2 2 1 2 893 1 2198 2
2 14 4 1 2 2 1 2 801 1 1970 2
2 15 2 2 2 2 1 2 630 1 1281 2
2 16 6 6 1 2 1 1 1858 0 4964 2
2 17 6 4 1 1 1 1 1441 1 3000 2
2 18 5 4 2 1 1 2 861 1 2722 2
